gene,p_value,coefficients,variance_explained
Rabl2,0.8836275714407543,"[-1.20462872e-02 -4.61592953e-03  6.87668376e-03 -1.62283526e-04
  1.59526949e-03  8.35254205e-03 -9.96701692e-01]","OrderedDict([('explained_deviance', 8.429063342529908e-06), ('McFadden', 0.9999889064217902), ('McFadden_adj', 8.423654037859052e-06)])"
Syt10,0.998959415753969,"[ 0.01180534  0.00332074 -0.00744913  0.01099198  0.00865895 -0.02732789
 -0.98235064]","OrderedDict([('explained_deviance', 9.090320107763006e-07), ('McFadden', 0.999999102424563), ('McFadden_adj', -1.8644555017655051e-06)])"
Alg10b,0.9887800939647287,"[ 0.01140738  0.00337357 -0.00656703  0.01334866  0.01243548 -0.03399806
 -1.00432754]","OrderedDict([('explained_deviance', 3.4028193967028386e-06), ('McFadden', 0.9999959423149509), ('McFadden_adj', 1.3924864886716293e-06)])"
Cpne8,0.983450500862745,"[ 0.00215956  0.00310938  0.00372497  0.0077599   0.00457522 -0.02132902
 -0.99904941]","OrderedDict([('explained_deviance', 3.120673366274751e-06), ('McFadden', 0.9999968514937086), ('McFadden_adj', 4.7492779164937104e-07)])"
Kif21a,0.9992695606111092,"[ 3.87261882e-04  1.77579959e-03  2.96907574e-03  2.77516665e-03
 -1.59366514e-03 -6.31364372e-03 -1.00949728e+00]","OrderedDict([('explained_deviance', 3.0557669521424913e-06), ('McFadden', 0.9999965746450239), ('McFadden_adj', 8.139136341567266e-07)])"
Abcd2,0.9431463420294747,"[ 0.0198644   0.00852934 -0.00891305  0.00692416  0.01293817 -0.03934304
 -0.96494539]","OrderedDict([('explained_deviance', 4.364089962849427e-06), ('McFadden', 0.9999951185083731), ('McFadden_adj', 2.036147229267371e-06)])"
Slc2a13,0.958673684845878,"[ 0.01230812  0.00396153 -0.00822401  0.00119902  0.00853636 -0.01778101
 -0.94732805]","OrderedDict([('explained_deviance', 4.4711418103471345e-06), ('McFadden', 0.999995394652907), ('McFadden_adj', 1.6855546153271561e-06)])"
Lrrk2,0.9980177189449827,"[-0.02179483 -0.0077137   0.01203796 -0.0122765  -0.01649343  0.0462405
 -0.95800033]","OrderedDict([('explained_deviance', 1.943663506476234e-06), ('McFadden', 0.9999984785716979), ('McFadden_adj', -1.3041643280864434e-06)])"
Cntn1,0.9883965720525149,"[-0.02302433 -0.00912986  0.01012275 -0.01982479 -0.01604722  0.05790343
 -0.991335  ]","OrderedDict([('explained_deviance', 1.918077232931914e-06), ('McFadden', 0.9999988994678973), ('McFadden_adj', -1.550647018122575e-06)])"
Gm26760,0.9292082108293019,"[-0.00179837 -0.00123354  0.00103136  0.007362    0.0021954  -0.00755685
 -1.00367758]","OrderedDict([('explained_deviance', 4.949199752468658e-06), ('McFadden', 0.9999939484119006), ('McFadden_adj', 3.4076169815877577e-06)])"
Pdzrn4,0.9881216388143299,"[-0.01029868 -0.00388535  0.00444996 -0.01224368 -0.0144291   0.03640685
 -0.93045708]","OrderedDict([('explained_deviance', 3.5270911684648354e-06), ('McFadden', 0.9999958673160608), ('McFadden_adj', 1.1743576090461616e-06)])"
Gm30085,0.998157167706603,"[-0.02784305 -0.01190235  0.01124201 -0.02016364 -0.02312949  0.07179651
 -1.00998307]","OrderedDict([('explained_deviance', 1.434776809139393e-06), ('McFadden', 0.9999997414230427), ('McFadden_adj', -2.3021753479124385e-06)])"
Gxylt1,0.9945005186201286,"[-0.02813526 -0.01023769  0.01424698 -0.02213771 -0.02510865  0.07137233
 -0.98525952]","OrderedDict([('explained_deviance', 3.1875552150006925e-06), ('McFadden', 0.9999975617736137), ('McFadden_adj', -2.3176134833491346e-07)])"
Yaf2,0.9961545197620634,"[-0.0100808  -0.00421312  0.00368263 -0.01162789 -0.0107946   0.03303377
 -0.97075447]","OrderedDict([('explained_deviance', 1.3430727182628388e-06), ('McFadden', 0.9999986840552796), ('McFadden_adj', -1.4555818412809174e-06)])"
Zcrb1,0.8906095187429017,"[ 0.03097389  0.00916519 -0.02095339  0.0118231   0.02056205 -0.05157084
 -0.96534038]","OrderedDict([('explained_deviance', 1.0520089742227512e-05), ('McFadden', 0.9999897098390723), ('McFadden_adj', 7.4372733611660635e-06)])"
Pphln1,0.9994480221131097,"[ 0.0083412   0.00278307 -0.00478214  0.0056548   0.00890714 -0.02090408
 -0.97487234]","OrderedDict([('explained_deviance', 1.099343432509059e-06), ('McFadden', 0.9999988402544765), ('McFadden_adj', -1.6332405081698198e-06)])"
Prickle1,0.9868157209781865,"[ 0.00679779  0.0019861  -0.00389098  0.00837359  0.00170654 -0.01497305
 -1.00826158]","OrderedDict([('explained_deviance', 1.4797083495166063e-06), ('McFadden', 0.9999985529831209), ('McFadden_adj', -1.1720737282949756e-06)])"
Adamts20,0.9996678399771964,"[ 2.66957612e-03  2.73864241e-04 -2.68786864e-03  1.11568605e-03
  5.02268625e-04 -1.87353137e-03 -9.93900196e-01]","OrderedDict([('explained_deviance', 4.36837590545025e-08), ('McFadden', 0.9999999566308957), ('McFadden_adj', -2.638067256199861e-06)])"
Pus7l,0.9969885727791667,"[-0.01491914 -0.00426803  0.00970341 -0.01075392 -0.01518116  0.03541883
 -0.99769153]","OrderedDict([('explained_deviance', 4.134747450645904e-06), ('McFadden', 0.9999954020844227), ('McFadden_adj', 1.9567457195668325e-06)])"
Irak4,0.9950228339410127,"[ 2.06107590e-03  5.65063498e-04 -2.14355562e-03 -4.39747285e-03
  2.19817598e-03  1.71670824e-03 -9.78587553e-01]","OrderedDict([('explained_deviance', 2.707025309134359e-06), ('McFadden', 0.9999971673468521), ('McFadden_adj', 7.913445743135128e-08)])"
Twf1,0.9649872566095221,"[ 2.15170629e-03 -6.58282598e-05 -3.00269632e-03 -1.60904092e-03
  7.70591861e-03 -5.18006432e-03 -9.87688504e-01]","OrderedDict([('explained_deviance', 6.250463615020685e-06), ('McFadden', 0.9999930453552125), ('McFadden_adj', 4.236733965212736e-06)])"
Tmem117,0.978947283787649,"[-0.0138387  -0.00625589  0.00417363 -0.01638459 -0.01148788  0.04379343
 -0.96045832]","OrderedDict([('explained_deviance', 3.2015194029177962e-06), ('McFadden', 0.9999971684255312), ('McFadden_adj', 2.5278079074375626e-08)])"
Nell2,0.8936346317682787,"[ 0.01607359  0.00520761 -0.00827353  0.02024996  0.01563589 -0.04889352
 -1.01340258]","OrderedDict([('explained_deviance', 5.85315646717266e-06), ('McFadden', 0.9999934759472566), ('McFadden_adj', 3.891601187522298e-06)])"
Dbx2,0.9999381659700647,"[ 0.00139535  0.00178731  0.00181563  0.0034241   0.00294859 -0.01137098
 -0.95974906]","OrderedDict([('explained_deviance', 4.7503430977702266e-07), ('McFadden', 0.9999995377285821), ('McFadden_adj', -2.3879353754363564e-06)])"
Ano6,0.9884190450535159,"[ 0.00829941  0.00211292 -0.00674659 -0.00098835  0.0050651  -0.0077425
 -0.9828311 ]","OrderedDict([('explained_deviance', 3.6595183864340797e-06), ('McFadden', 0.9999961595427798), ('McFadden_adj', 1.104898431636414e-06)])"
2610037D02Rik,0.9668690979363223,"[ 0.01920798  0.00485487 -0.01451132  0.00677819  0.01514702 -0.03147674
 -1.01246821]","OrderedDict([('explained_deviance', 8.42435267522923e-06), ('McFadden', 0.999991254615084), ('McFadden_adj', 6.12531670429739e-06)])"
Arid2,0.9986388672471355,"[-0.00196406 -0.00195268 -0.00161173 -0.00512068 -0.00656616  0.01721531
 -0.96749939]","OrderedDict([('explained_deviance', 7.690408257987613e-07), ('McFadden', 0.9999991232121213), ('McFadden_adj', -1.9126834587268604e-06)])"
Scaf11,0.9943174637582167,"[ 0.0059638   0.00216485 -0.00264503  0.00771294  0.00869938 -0.02189596
 -0.96648743]","OrderedDict([('explained_deviance', 1.574763429545989e-06), ('McFadden', 0.999998103134908), ('McFadden_adj', -9.351014482739117e-07)])"
Slc38a1,0.9741379069102628,"[ 0.0035622   0.00148377 -0.0021852  -0.00263335  0.00579692 -0.00602435
 -0.99961019]","OrderedDict([('explained_deviance', 3.1287348248865143e-06), ('McFadden', 0.9999967458924006), ('McFadden_adj', 5.956423781983133e-07)])"
Gm56740,0.807924987757914,"[ 0.01141312  0.00413999 -0.00742033 -0.00362694  0.00409611 -0.00860196
 -0.99033113]","OrderedDict([('explained_deviance', 8.512933133975054e-06), ('McFadden', 0.9999901201523087), ('McFadden_adj', 7.181523242860699e-06)])"
Slc38a2,0.9749024852598508,"[ 0.03190404  0.01112944 -0.01704957  0.02458978  0.02496919 -0.07554289
 -0.95291165]","OrderedDict([('explained_deviance', 2.441755778903598e-06), ('McFadden', 0.9999986828376122), ('McFadden_adj', -1.6230808366213267e-06)])"
Amigo2,0.5474665592527543,"[ 0.02404887  0.0116437  -0.00904171  0.00417913  0.01508968 -0.04591968
 -0.98935707]","OrderedDict([('explained_deviance', 1.3893742737636217e-05), ('McFadden', 0.99998328395705), ('McFadden_adj', 1.399070927965429e-05)])"
Pced1b,0.9975900088353655,"[ 7.36994398e-03  2.30618692e-03 -5.16813243e-03 -3.22731521e-04
  2.14152692e-03 -6.32679857e-03 -9.47092156e-01]","OrderedDict([('explained_deviance', 1.8546177449341172e-06), ('McFadden', 0.9999978598002791), ('McFadden_adj', -7.750497983405324e-07)])"
Rpap3,0.9921301356524054,"[ 0.02199646  0.00737596 -0.01286481  0.01236413  0.01726186 -0.04613362
 -0.96599822]","OrderedDict([('explained_deviance', 2.7280083001457456e-06), ('McFadden', 0.9999976460220961), ('McFadden_adj', -4.974838330173981e-07)])"
Endou,0.998876996261476,"[ 0.0259804   0.01004292 -0.01255451  0.01713151  0.02076157 -0.0613619
 -1.01292619]","OrderedDict([('explained_deviance', 1.5252964831180549e-06), ('McFadden', 0.999999317756861), ('McFadden_adj', -1.9469768817170774e-06)])"
Rapgef3,0.9113658370800578,"[ 0.00677615  0.00551437  0.00292616  0.01361444  0.01365293 -0.04248405
 -0.97442853]","OrderedDict([('explained_deviance', 3.910888461189366e-06), ('McFadden', 0.9999960794382656), ('McFadden_adj', 1.1113554765351807e-06)])"
Rapgef3os2,0.8415867578508931,"[-0.00490965 -0.00220139  0.00296549  0.00556761  0.00545559 -0.00687766
 -0.97841274]","OrderedDict([('explained_deviance', 8.207176178220976e-06), ('McFadden', 0.9999893243686612), ('McFadden_adj', 7.910198819516268e-06)])"
Slc48a1,0.7250703764965649,"[ 2.85131435e-03  8.43607086e-04 -1.80376966e-05  1.60180276e-02
  1.20728139e-02 -3.17677301e-02 -9.65969865e-01]","OrderedDict([('explained_deviance', 1.4113279101835019e-05), ('McFadden', 0.9999826202831161), ('McFadden_adj', 1.451915918937452e-05)])"
Hdac7,0.5756825066264581,"[ 0.0401376   0.01417591 -0.02320381  0.01496948  0.02841283 -0.07449201
 -0.9489672 ]","OrderedDict([('explained_deviance', 1.600616726893378e-05), ('McFadden', 0.9999843800030565), ('McFadden_adj', 1.2673774196447773e-05)])"
Vdr,0.9966281143252955,"[-0.02036877 -0.00812259  0.00904115 -0.0163057  -0.01794151  0.05369742
 -0.9765126 ]","OrderedDict([('explained_deviance', 1.0192222257288108e-06), ('McFadden', 0.9999995769966757), ('McFadden_adj', -2.303775775702732e-06)])"
Gm56696,0.8591415029000147,"[-1.20202114e-03 -8.42613938e-04  9.72726285e-04  7.46373762e-03
  8.94991050e-03 -1.53417443e-02 -9.96436178e-01]","OrderedDict([('explained_deviance', 8.527812104586197e-06), ('McFadden', 0.9999888439264479), ('McFadden_adj', 8.470111737657327e-06)])"
Tmem106c,0.9988848134127801,"[-3.81606601e-03 -5.71905993e-04  3.19896707e-03 -4.19354306e-03
 -3.57588397e-03  8.95842707e-03 -9.78847194e-01]","OrderedDict([('explained_deviance', 5.649719473366233e-07), ('McFadden', 0.9999992973569589), ('McFadden_adj', -2.042394995349639e-06)])"
Col2a1,0.9951692616469625,"[ 0.02089696  0.00761198 -0.01081627  0.01452485  0.01914238 -0.0513599
 -0.98847034]","OrderedDict([('explained_deviance', 2.2829807874158448e-06), ('McFadden', 0.9999980831924713), ('McFadden_adj', -8.251709187057088e-07)])"
Senp1,0.8955962171935052,"[-2.42467560e-04 -3.06489418e-04 -1.31651377e-03 -8.51173089e-03
 -8.62519622e-03  1.90023932e-02 -9.40647490e-01]","OrderedDict([('explained_deviance', 5.900686949389389e-06), ('McFadden', 0.9999925964815835), ('McFadden_adj', 4.484107859803466e-06)])"
Pfkm,0.9611317090581329,"[ 0.02424962  0.00904269 -0.01298804  0.01057002  0.01583427 -0.04670856
 -1.00517495]","OrderedDict([('explained_deviance', 3.7462820434708277e-06), ('McFadden', 0.9999962793042584), ('McFadden_adj', 1.0648480393005144e-06)])"
Asb8,0.8761915921401084,"[ 0.03879097  0.01580896 -0.01794235  0.02076512  0.02597772 -0.08340042
 -0.97479496]","OrderedDict([('explained_deviance', 6.199096113768121e-06), ('McFadden', 0.9999942316907539), ('McFadden_adj', 2.943894789275703e-06)])"
Ccdc184,0.9938076807574234,"[-0.01036398 -0.00391216  0.00454369 -0.01169711 -0.00832024  0.0297498
 -0.95777991]","OrderedDict([('explained_deviance', 1.2625855687620202e-06), ('McFadden', 0.9999988639198424), ('McFadden_adj', -1.6996495888488283e-06)])"
Or10ad1,0.8620811204106535,"[-2.36029886e-03 -6.16468811e-04  1.39230071e-04 -1.33519101e-02
 -6.36164395e-03  2.25510870e-02 -9.43974304e-01]","OrderedDict([('explained_deviance', 8.415240511316924e-06), ('McFadden', 0.999990277765619), ('McFadden_adj', 6.818789498597155e-06)])"
Zfp641,0.9996231135988786,"[-0.0068522  -0.00361832  0.00171542 -0.00383374 -0.00600095  0.01858978
 -0.96533444]","OrderedDict([('explained_deviance', 2.9625309738712247e-07), ('McFadden', 0.9999997078486454), ('McFadden_adj', -2.512578663571574e-06)])"
Kansl2,0.9949402381153317,"[-6.09955210e-03 -7.32454022e-04  6.28185670e-03 -8.01717732e-05
 -4.22711140e-03  4.85742743e-03 -1.04146737e+00]","OrderedDict([('explained_deviance', 2.5043385675216356e-06), ('McFadden', 0.9999973257851597), ('McFadden_adj', 2.1508010639159636e-07)])"
Ccnt1,0.9678506101119528,"[-3.31374204e-04 -2.91824064e-04  7.75186952e-04  6.75631605e-03
  5.63087120e-04 -7.47139689e-03 -1.01815892e+00]","OrderedDict([('explained_deviance', 3.0803082258223924e-06), ('McFadden', 0.9999965569519714), ('McFadden_adj', 8.655185363970475e-07)])"
9330020H09Rik,0.9949802676774249,"[ 0.01095455  0.00446061 -0.00531834  0.0039381   0.00506333 -0.01909826
 -1.00410854]","OrderedDict([('explained_deviance', 1.5234374204364798e-06), ('McFadden', 0.999998130785298), ('McFadden_adj', -7.729912505638481e-07)])"
Adcy6,0.9906237403845782,"[ 0.02444029  0.01097806 -0.00874491  0.01927376  0.02181354 -0.06776075
 -1.01313701]","OrderedDict([('explained_deviance', 1.2475937445355356e-06), ('McFadden', 0.9999997959389327), ('McFadden_adj', -2.432200675306362e-06)])"
Cacnb3,0.9705186294648139,"[ 1.09616430e-03  5.60521695e-04 -1.16814648e-03 -6.09894344e-03
 -1.94246548e-03  7.55286437e-03 -1.01171060e+00]","OrderedDict([('explained_deviance', 2.9350238436309795e-06), ('McFadden', 0.9999964905506525), ('McFadden_adj', 9.22586610219156e-07)])"
Ddx23,0.998771910096803,"[-2.59294935e-03 -3.28313592e-04  2.30349777e-03 -2.69565405e-03
 -5.31806177e-03  8.63147629e-03 -9.43514175e-01]","OrderedDict([('explained_deviance', 1.5363912564403392e-06), ('McFadden', 0.9999981460352819), ('McFadden_adj', -1.0669652110717465e-06)])"
Rnd1,0.9985219436420938,"[ 0.01035516  0.0026268  -0.00713209  0.0089144   0.01112168 -0.02588596
 -1.02018314]","OrderedDict([('explained_deviance', 2.8816085881899767e-06), ('McFadden', 0.9999965699919002), ('McFadden_adj', 8.552898613789495e-07)])"
Ccdc65,0.9991566515083624,"[ 0.01116889  0.00257215 -0.00881651  0.00435966  0.0070324  -0.0163166
 -0.95801444]","OrderedDict([('explained_deviance', 1.787426919808155e-06), ('McFadden', 0.9999982072749428), ('McFadden_adj', -1.0740294267286288e-06)])"
Fkbp11,0.9990944518049557,"[-0.02034707 -0.00938497  0.00714717 -0.01374196 -0.01570758  0.0520344
 -0.99445525]","OrderedDict([('explained_deviance', 1.3948075402447913e-06), ('McFadden', 0.9999989831755531), ('McFadden_adj', -1.630175691991198e-06)])"
Arf3,0.867376274331975,"[-0.02188251 -0.00826514  0.01193112 -0.00654173 -0.01787216  0.04263041
 -1.00640335]","OrderedDict([('explained_deviance', 7.662951481690605e-06), ('McFadden', 0.9999922348098877), ('McFadden_adj', 5.170506312435208e-06)])"
Ddn,0.9610550693533332,"[-0.00465738 -0.00261891  0.00101882 -0.00146759  0.00496868  0.00275637
 -0.94397735]","OrderedDict([('explained_deviance', 6.642326126349296e-06), ('McFadden', 0.9999918642677562), ('McFadden_adj', 5.2074336306384694e-06)])"
Prkag1,0.9880578280308736,"[ 0.01841602  0.00519688 -0.01253665  0.00978226  0.00947924 -0.03033775
 -0.98196748]","OrderedDict([('explained_deviance', 1.0082959885915344e-06), ('McFadden', 0.9999991829654545), ('McFadden_adj', -1.942275003496974e-06)])"
Kmt2d,0.9295778079624534,"[ 0.02746131  0.00935806 -0.01561271  0.01697478  0.02752449 -0.06570594
 -0.96470032]","OrderedDict([('explained_deviance', 9.573627985148825e-06), ('McFadden', 0.9999903964463015), ('McFadden_adj', 6.735268019530949e-06)])"
5730414N17Rik,0.9938067788328968,"[-6.25574164e-03 -1.66263498e-03  4.88984709e-03  2.57112946e-04
  2.28385505e-03  4.87556516e-04 -1.00449009e+00]","OrderedDict([('explained_deviance', 2.1304271493605142e-06), ('McFadden', 0.9999971983411737), ('McFadden_adj', 1.690835337297969e-07)])"
Rhebl1,0.9995627291786631,"[ 0.01322842  0.00460061 -0.00721987  0.00926004  0.01333813 -0.03320734
 -0.99047457]","OrderedDict([('explained_deviance', 1.8070166133421495e-06), ('McFadden', 0.9999981845737881), ('McFadden_adj', -9.082520577852193e-07)])"
Lmbr1l,0.980442319369101,"[ 0.00958321  0.001041   -0.0089032   0.00913162  0.0100756  -0.02092823
 -0.97685965]","OrderedDict([('explained_deviance', 5.371435933931856e-06), ('McFadden', 0.9999933732394878), ('McFadden_adj', 3.845226821397318e-06)])"
Tuba1b,0.9542229499822141,"[ 0.02964934  0.0096527  -0.01777163  0.01713227  0.01687882 -0.0555415
 -0.97315875]","OrderedDict([('explained_deviance', 1.931919871078769e-06), ('McFadden', 0.9999986797400354), ('McFadden_adj', -1.4949984949996775e-06)])"
Gm41396,0.9494367652288391,"[ 0.00878434  0.00304575 -0.00395424  0.01282325  0.01211941 -0.03281852
 -0.98245889]","OrderedDict([('explained_deviance', 3.9235378599400406e-06), ('McFadden', 0.9999952862556708), ('McFadden_adj', 1.941619685696949e-06)])"
Tuba1a,0.9796317834249413,"[ 0.03309749  0.01278898 -0.01582047  0.02315678  0.02091292 -0.07413571
 -0.96735904]","OrderedDict([('explained_deviance', 2.453698658255732e-06), ('McFadden', 0.9999985998999764), ('McFadden_adj', -1.4582084684189311e-06)])"
4930578M01Rik,0.9886808619068699,"[-0.01659792 -0.00808307  0.00533252 -0.00926998 -0.00990955  0.038528
 -0.96335856]","OrderedDict([('explained_deviance', 3.140811567492463e-06), ('McFadden', 0.999996339734399), ('McFadden_adj', 8.616419584495105e-07)])"
Tuba1c,0.9337286051005669,"[ 0.00821425  0.00303776 -0.00513177 -0.00183681 -0.00122576 -0.00305767
 -0.98886382]","OrderedDict([('explained_deviance', 4.9950562320821845e-06), ('McFadden', 0.9999935488298306), ('McFadden_adj', 3.756671335786166e-06)])"
Prph,0.9961242397377019,"[-0.0106703  -0.0034198   0.00708437 -0.00155644 -0.00543096  0.01399312
 -0.93562813]","OrderedDict([('explained_deviance', 2.3441560224046754e-06), ('McFadden', 0.9999974758370486), ('McFadden_adj', -4.3095745905219474e-07)])"
Spats2,0.990121746410637,"[ 0.01634494  0.00755913 -0.00547443  0.01291281  0.01849863 -0.04984108
 -0.96099188]","OrderedDict([('explained_deviance', 1.2152686184041528e-06), ('McFadden', 0.9999991788430456), ('McFadden_adj', -2.0611829842920315e-06)])"
Kcnh3,0.8097967939082038,"[ 1.04959834e-02  6.35034503e-03  5.39702763e-04  1.95392493e-02
  1.18942235e-02 -4.88195088e-02 -9.75827795e-01]","OrderedDict([('explained_deviance', 9.67517605710011e-06), ('McFadden', 0.9999904718404835), ('McFadden_adj', 6.720829820561214e-06)])"
Mcrs1,0.9078571133338028,"[ 0.03898665  0.01406786 -0.02123043  0.02065999  0.02847336 -0.08095742
 -0.93883383]","OrderedDict([('explained_deviance', 6.4623115780815255e-06), ('McFadden', 0.9999947577420963), ('McFadden_adj', 2.237314642883348e-06)])"
1700120C14Rik,0.9994176547624162,"[-0.01158759 -0.00419779  0.00649474 -0.00449223 -0.00869779  0.02248066
 -1.01054537]","OrderedDict([('explained_deviance', 1.3417082413980097e-06), ('McFadden', 0.9999986814451004), ('McFadden_adj', -1.274069386880683e-06)])"
Fam186b,0.999907599152629,"[ 0.01420888  0.00507468 -0.00771408  0.0084295   0.0113396  -0.03133858
 -0.98179382]","OrderedDict([('explained_deviance', 8.414008259016725e-07), ('McFadden', 0.9999993507811354), ('McFadden_adj', -2.111454070252705e-06)])"
Prpf40b,0.9868148368641545,"[-0.00930678 -0.00190237  0.00767632 -0.0043958  -0.01104643  0.01897505
 -1.00162929]","OrderedDict([('explained_deviance', 5.485281439399081e-06), ('McFadden', 0.9999938414954588), ('McFadden_adj', 3.520856974636999e-06)])"
Fmnl3,0.7977738922005,"[ 0.00222583  0.00261529  0.00125088 -0.00429548 -0.00916453  0.00736799
 -0.96424096]","OrderedDict([('explained_deviance', 1.3731496575686286e-05), ('McFadden', 0.999982480504694), ('McFadden_adj', 1.4711364045183473e-05)])"
Tmbim6,0.9947506798665562,"[ 5.78070108e-03  2.43613545e-04 -6.59488582e-03  1.22789104e-03
  7.81158222e-03 -8.46890685e-03 -9.64910964e-01]","OrderedDict([('explained_deviance', 5.911300676730846e-06), ('McFadden', 0.9999934080519984), ('McFadden_adj', 3.7574670960216494e-06)])"
Nckap5l,0.590455121288694,"[ 0.05609186  0.02009987 -0.03096573  0.02832492  0.03879089 -0.11234181
 -0.99513864]","OrderedDict([('explained_deviance', 1.4265305024796504e-05), ('McFadden', 0.9999876783868248), ('McFadden_adj', 9.576398045219037e-06)])"
Bcdin3d,0.9902217227365072,"[ 0.01356572  0.00579868 -0.00627768  0.00358246  0.00750396 -0.02417315
 -0.99430031]","OrderedDict([('explained_deviance', 2.9923087142558202e-06), ('McFadden', 0.9999964259790077), ('McFadden_adj', 8.82891811770925e-07)])"
Faim2,0.6582211326152815,"[-0.01884197 -0.00482419  0.01526879  0.00232473 -0.00491776  0.0109904
 -1.0248039 ]","OrderedDict([('explained_deviance', 1.4386550967415701e-05), ('McFadden', 0.9999835373192166), ('McFadden_adj', 1.3926000672848105e-05)])"
Racgap1,0.9402706429228944,"[ 1.24000016e-02  5.57990799e-03 -5.56765520e-03  7.63893532e-04
  1.85328095e-03 -1.50294339e-02 -1.00337738e+00]","OrderedDict([('explained_deviance', 7.324363965333092e-06), ('McFadden', 0.9999904512673725), ('McFadden_adj', 6.903076123054852e-06)])"
Asic1,0.9937808939993198,"[-8.09633161e-03 -1.37392740e-03  7.48851330e-03 -1.18896809e-03
  8.15799185e-04  2.35490979e-03 -9.72091523e-01]","OrderedDict([('explained_deviance', 1.1422998208443502e-06), ('McFadden', 0.9999985976870408), ('McFadden_adj', -1.3886538112739544e-06)])"
Smarcd1,0.998372741813794,"[-0.00787528 -0.00337714  0.00276475 -0.00878565 -0.00779016  0.02506348
 -0.978177  ]","OrderedDict([('explained_deviance', 6.493613013969224e-07), ('McFadden', 0.9999994247607034), ('McFadden_adj', -2.1646855004053833e-06)])"
Gm16537,0.9901359384410537,"[ 0.01602998  0.00521194 -0.00901443  0.01405605  0.01670196 -0.04298551
 -0.9949256 ]","OrderedDict([('explained_deviance', 3.4562842854413134e-06), ('McFadden', 0.9999961730961882), ('McFadden_adj', 1.1178848940973651e-06)])"
Gpd1,0.999905920337802,"[ 0.00623904  0.00312757 -0.00162503  0.00527908  0.00805493 -0.0210756
 -0.98056891]","OrderedDict([('explained_deviance', 2.604116574600468e-07), ('McFadden', 0.9999997950306256), ('McFadden_adj', -2.556257808761231e-06)])"
Cox14,0.9359236523028731,"[ 0.02360108  0.00857304 -0.01319909  0.00901365  0.01422857 -0.04221726
 -0.9984792 ]","OrderedDict([('explained_deviance', 4.53335875116867e-06), ('McFadden', 0.9999952363574375), ('McFadden_adj', 2.079909123375856e-06)])"
Cers5,0.9997238470774525,"[ 5.01444573e-03  1.50595442e-03 -3.55105578e-03  3.45927088e-04
  4.71778176e-04 -3.78705438e-03 -9.52603919e-01]","OrderedDict([('explained_deviance', 7.061832993926487e-07), ('McFadden', 0.9999991259331693), ('McFadden_adj', -2.0087293730597366e-06)])"
Lima1,0.8673247590410195,"[-0.05222553 -0.01677201  0.0306173  -0.03877673 -0.04256478  0.11972175
 -0.95459595]","OrderedDict([('explained_deviance', 1.2413898874519269e-05), ('McFadden', 0.9999893007353485), ('McFadden_adj', 7.918061035394608e-06)])"
Gm49494,0.9595119045793952,"[-0.03338017 -0.01251024  0.0175493  -0.01624065 -0.0209421   0.06552387
 -0.97030778]","OrderedDict([('explained_deviance', 5.252832882440828e-06), ('McFadden', 0.9999949433742947), ('McFadden_adj', 2.297870338674457e-06)])"
Larp4,0.9922559451055738,"[ 0.02854215  0.01224414 -0.01122734  0.02241059  0.02486146 -0.07683101
 -0.99914811]","OrderedDict([('explained_deviance', 1.5895093269380212e-06), ('McFadden', 0.9999997468183646), ('McFadden_adj', -2.4619233418565756e-06)])"
Dip2b,0.9996405854846376,"[-0.01155253 -0.00393175  0.00632886 -0.0090031  -0.00762234  0.02578085
 -0.98022338]","OrderedDict([('explained_deviance', 2.2249954156894347e-07), ('McFadden', 0.999999946764134), ('McFadden_adj', -2.6768262881837757e-06)])"
Gm56735,0.978850148300121,"[ 0.01536098  0.00740411 -0.00407623  0.0162724   0.01025754 -0.04521881
 -1.01182854]","OrderedDict([('explained_deviance', 4.431218601275155e-06), ('McFadden', 0.9999958549379615), ('McFadden_adj', 1.5147437943952013e-06)])"
Atf1,0.8526975621317183,"[ 3.19112574e-03  3.18775145e-03  6.21223367e-04 -7.54507646e-03
 -4.23270811e-03  4.77767924e-03 -9.61468847e-01]","OrderedDict([('explained_deviance', 1.0828265595730358e-05), ('McFadden', 0.9999860272720283), ('McFadden_adj', 1.1150361723610835e-05)])"
Mettl7a1,0.999859401793176,"[ 2.50147482e-03  6.66857192e-04 -1.77584270e-03  1.32861418e-03
  4.17505052e-03 -6.89615871e-03 -9.40516311e-01]","OrderedDict([('explained_deviance', 6.928964357832967e-07), ('McFadden', 0.9999992243300486), ('McFadden_adj', -2.1710216802084403e-06)])"
Slc11a2,0.9917968698603133,"[ 8.86225583e-03  2.20225347e-03 -7.19495660e-03 -2.38287097e-04
  6.70333803e-03 -1.03346084e-02 -9.58589711e-01]","OrderedDict([('explained_deviance', 4.196614812546073e-06), ('McFadden', 0.9999956941074089), ('McFadden_adj', 1.440797976814956e-06)])"
5330439K02Rik,0.9897517133609155,"[-1.14980146e-04 -2.40698340e-03 -4.96966358e-03 -7.23341487e-03
 -4.26869637e-03  1.89937334e-02 -9.96827379e-01]","OrderedDict([('explained_deviance', 3.376902251384095e-06), ('McFadden', 0.9999965231501257), ('McFadden_adj', 8.290897807183839e-07)])"
